,y,ordToday,homeToday,awayToday,MHOrd,MAOrd,MHLoc,MALoc,MHRes,MARes,AvgH,AvgD,AvgA,y_H1,ord_H1,home_H1,away_H1,FTHG_H1,FTAG_H1,FTR_H1,HTHG_H1,HTAG_H1,HTR_H1,HS_H1,AS_H1,HST_H1,AST_H1,HF_H1,AF_H1,HC_H1,AC_H1,HY_H1,AY_H1,HR_H1,AR_H1,AvgH_H1,AvgD_H1,AvgA_H1,y_H2,ord_H2,home_H2,away_H2,FTHG_H2,FTAG_H2,FTR_H2,HTHG_H2,HTAG_H2,HTR_H2,HS_H2,AS_H2,HST_H2,AST_H2,HF_H2,AF_H2,HC_H2,AC_H2,HY_H2,AY_H2,HR_H2,AR_H2,AvgH_H2,AvgD_H2,AvgA_H2,y_H3,ord_H3,home_H3,away_H3,FTHG_H3,FTAG_H3,FTR_H3,HTHG_H3,HTAG_H3,HTR_H3,HS_H3,AS_H3,HST_H3,AST_H3,HF_H3,AF_H3,HC_H3,AC_H3,HY_H3,AY_H3,HR_H3,AR_H3,AvgH_H3,AvgD_H3,AvgA_H3,y_A1,ord_A1,home_A1,away_A1,FTHG_A1,FTAG_A1,FTR_A1,HTHG_A1,HTAG_A1,HTR_A1,HS_A1,AS_A1,HST_A1,AST_A1,HF_A1,AF_A1,HC_A1,AC_A1,HY_A1,AY_A1,HR_A1,AR_A1,AvgH_A1,AvgD_A1,AvgA_A1,y_A2,ord_A2,home_A2,away_A2,FTHG_A2,FTAG_A2,FTR_A2,HTHG_A2,HTAG_A2,HTR_A2,HS_A2,AS_A2,HST_A2,AST_A2,HF_A2,AF_A2,HC_A2,AC_A2,HY_A2,AY_A2,HR_A2,AR_A2,AvgH_A2,AvgD_A2,AvgA_A2,y_A3,ord_A3,home_A3,away_A3,FTHG_A3,FTAG_A3,FTR_A3,HTHG_A3,HTAG_A3,HTR_A3,HS_A3,AS_A3,HST_A3,AST_A3,HF_A3,AF_A3,HC_A3,AC_A3,HY_A3,AY_A3,HR_A3,AR_A3,AvgH_A3,AvgD_A3,AvgA_A3
101,1,738135,Bochum,Dortmund,0,1,0,1,0,3,5.98,4.72,1.5,0,738128,Augsburg,Bochum,2,3,A,0,3,A,16,12,7,6,9,6,13,6,0,2,0,0,2.35,3.33,3.14,3,738121,Bochum,Freiburg,2,1,H,0,0,D,13,22,5,11,12,13,4,7,2,1,0,0,3.26,3.28,2.3,3,738114,Leverkusen,Bochum,1,0,H,1,0,H,11,19,5,7,10,13,7,7,3,2,0,0,1.4,5.04,7.77,0,738128,Dortmund,Bayern Munich,2,3,A,1,2,A,11,16,4,6,10,10,4,6,2,2,0,0,3.91,4.32,1.81,0,738121,Wolfsburg,Dortmund,1,3,A,1,1,D,15,16,7,8,9,11,7,7,4,1,0,0,2.92,3.49,2.4,3,738114,Dortmund,Stuttgart,2,1,H,0,0,D,20,12,4,4,11,14,2,3,0,2,0,0,1.35,5.44,8.55
102,0,738135,Freiburg,Hoffenheim,0,0,0,0,0,0,2.41,3.54,2.89,0,738129,M'gladbach,Freiburg,0,6,A,0,6,A,19,15,3,8,12,15,3,3,2,1,0,0,1.86,3.75,4.15,3,738121,Bochum,Freiburg,2,1,H,0,0,D,13,22,5,11,12,13,4,7,2,1,0,0,3.26,3.28,2.3,0,738115,Freiburg,Ein Frankfurt,0,2,A,0,2,A,20,13,6,7,10,16,10,4,0,4,0,0,2.02,3.6,3.63,3,738128,Hoffenheim,Ein Frankfurt,3,2,H,2,1,H,8,17,4,2,9,12,4,6,2,2,0,0,1.9,3.94,3.8,0,738121,Greuther Furth,Hoffenheim,3,6,A,1,2,A,14,20,7,11,17,17,4,10,1,0,0,0,4.8,4.3,1.65,3,738114,Hoffenheim,RB Leipzig,2,0,H,1,0,H,24,4,8,0,17,18,7,2,2,2,0,0,4.04,4.2,1.79
103,3,738135,Hertha,Bielefeld,0,0,0,0,0,0,2.05,3.3,3.95,1,738129,Stuttgart,Hertha,2,2,D,2,1,H,10,15,3,8,9,16,7,5,0,1,0,0,2.27,3.36,3.28,1,738121,Hertha,Augsburg,1,1,D,1,0,H,10,20,4,7,11,14,5,6,2,3,0,0,2.16,3.23,3.7,3,738114,Union Berlin,Hertha,2,0,H,2,0,H,16,6,5,3,17,13,7,6,1,1,0,0,2.0,3.44,3.97,1,738128,Bielefeld,FC Koln,1,1,D,0,1,A,18,9,5,3,14,10,7,1,1,1,0,0,3.39,3.48,2.17,3,738121,Bayern Munich,Bielefeld,1,0,H,0,0,D,23,8,9,0,8,13,13,4,1,1,0,0,1.09,11.5,28.43,1,738114,Bielefeld,Wolfsburg,2,2,D,1,0,H,10,13,3,5,15,9,6,5,4,1,0,0,4.02,3.47,1.97
104,3,738135,RB Leipzig,M'gladbach,1,0,1,0,3,0,1.75,4.19,4.32,3,738127,Union Berlin,RB Leipzig,2,1,H,1,1,D,14,11,5,2,12,8,5,7,1,1,0,0,3.52,3.53,2.11,0,738122,RB Leipzig,Leverkusen,1,3,A,0,2,A,14,11,3,4,10,9,7,2,1,3,0,0,1.83,3.96,4.03,3,738114,Hoffenheim,RB Leipzig,2,0,H,1,0,H,24,4,8,0,17,18,7,2,2,2,0,0,4.04,4.2,1.79,0,738129,M'gladbach,Freiburg,0,6,A,0,6,A,19,15,3,8,12,15,3,3,2,1,0,0,1.86,3.75,4.15,3,738121,FC Koln,M'gladbach,4,1,H,0,0,D,15,15,9,5,15,11,4,4,1,3,0,0,2.84,3.6,2.4,3,738114,M'gladbach,Greuther Furth,4,0,H,3,0,H,19,4,11,2,11,13,7,7,1,3,0,0,1.31,5.56,9.98
105,0,738135,Wolfsburg,Stuttgart,1,0,1,0,0,0,1.85,3.68,4.32,3,738128,Mainz,Wolfsburg,3,0,H,2,0,H,12,16,5,0,18,10,6,5,1,1,0,0,2.53,3.27,2.92,0,738121,Wolfsburg,Dortmund,1,3,A,1,1,D,15,16,7,8,9,11,7,7,4,1,0,0,2.92,3.49,2.4,1,738114,Bielefeld,Wolfsburg,2,2,D,1,0,H,10,13,3,5,15,9,6,5,4,1,0,0,4.02,3.47,1.97,1,738129,Stuttgart,Hertha,2,2,D,2,1,H,10,15,3,8,9,16,7,5,0,1,0,0,2.27,3.36,3.28,3,738120,Stuttgart,Mainz,2,1,H,1,1,D,8,18,3,5,7,17,5,6,2,2,0,0,2.89,3.27,2.54,3,738114,Dortmund,Stuttgart,2,1,H,0,0,D,20,12,4,4,11,14,2,3,0,2,0,0,1.35,5.44,8.55
106,3,738136,Greuther Furth,Union Berlin,0,0,0,0,0,0,4.68,3.97,1.72,3,738128,Leverkusen,Greuther Furth,7,1,H,3,1,H,13,8,8,3,13,8,4,3,0,1,0,0,1.24,6.68,11.59,0,738121,Greuther Furth,Hoffenheim,3,6,A,1,2,A,14,20,7,11,17,17,4,10,1,0,0,0,4.8,4.3,1.65,3,738114,M'gladbach,Greuther Furth,4,0,H,3,0,H,19,4,11,2,11,13,7,7,1,3,0,0,1.31,5.56,9.98,3,738127,Union Berlin,RB Leipzig,2,1,H,1,1,D,14,11,5,2,12,8,5,7,1,1,0,0,3.52,3.53,2.11,3,738122,Ein Frankfurt,Union Berlin,2,1,H,1,0,H,17,7,4,4,4,7,7,2,0,4,0,0,2.34,3.48,2.99,3,738114,Union Berlin,Hertha,2,0,H,2,0,H,16,6,5,3,17,13,7,6,1,1,0,0,2.0,3.44,3.97
107,3,738136,Ein Frankfurt,Leverkusen,0,1,0,0,0,0,3.25,3.76,2.12,3,738128,Hoffenheim,Ein Frankfurt,3,2,H,2,1,H,8,17,4,2,9,12,4,6,2,2,0,0,1.9,3.94,3.8,3,738122,Ein Frankfurt,Union Berlin,2,1,H,1,0,H,17,7,4,4,4,7,7,2,0,4,0,0,2.34,3.48,2.99,0,738115,Freiburg,Ein Frankfurt,0,2,A,0,2,A,20,13,6,7,10,16,10,4,0,4,0,0,2.02,3.6,3.63,3,738128,Leverkusen,Greuther Furth,7,1,H,3,1,H,13,8,8,3,13,8,4,3,0,1,0,0,1.24,6.68,11.59,0,738122,RB Leipzig,Leverkusen,1,3,A,0,2,A,14,11,3,4,10,9,7,2,1,3,0,0,1.83,3.96,4.03,3,738114,Leverkusen,Bochum,1,0,H,1,0,H,11,19,5,7,10,13,7,7,3,2,0,0,1.4,5.04,7.77
108,0,738138,Stuttgart,Bayern Munich,0,1,0,1,0,3,9.55,6.36,1.29,0,738135,Wolfsburg,Stuttgart,0,2,A,0,1,A,19,12,3,3,17,9,5,3,2,2,0,0,1.85,3.68,4.32,1,738129,Stuttgart,Hertha,2,2,D,2,1,H,10,15,3,8,9,16,7,5,0,1,0,0,2.27,3.36,3.28,3,738120,Stuttgart,Mainz,2,1,H,1,1,D,8,18,3,5,7,17,5,6,2,2,0,0,2.89,3.27,2.54,3,738135,Bayern Munich,Mainz,2,1,H,0,1,A,21,9,7,4,9,10,7,2,3,3,0,0,1.23,7.04,11.59,0,738128,Dortmund,Bayern Munich,2,3,A,1,2,A,11,16,4,6,10,10,4,6,2,2,0,0,3.91,4.32,1.81,3,738121,Bayern Munich,Bielefeld,1,0,H,0,0,D,23,8,9,0,8,13,13,4,1,1,0,0,1.09,11.5,28.43
109,3,738138,Bielefeld,Bochum,0,0,0,0,0,0,2.33,3.4,3.14,3,738135,Hertha,Bielefeld,2,0,H,0,0,D,18,9,9,1,10,15,6,4,1,1,0,0,2.05,3.3,3.95,1,738128,Bielefeld,FC Koln,1,1,D,0,1,A,18,9,5,3,14,10,7,1,1,1,0,0,3.39,3.48,2.17,3,738121,Bayern Munich,Bielefeld,1,0,H,0,0,D,23,8,9,0,8,13,13,4,1,1,0,0,1.09,11.5,28.43,1,738135,Bochum,Dortmund,1,1,D,1,0,H,4,23,3,8,8,18,0,15,0,3,0,0,5.98,4.72,1.5,0,738128,Augsburg,Bochum,2,3,A,0,3,A,16,12,7,6,9,6,13,6,0,2,0,0,2.35,3.33,3.14,3,738121,Bochum,Freiburg,2,1,H,0,0,D,13,22,5,11,12,13,4,7,2,1,0,0,3.26,3.28,2.3
110,3,738138,Mainz,Hertha,0,0,0,0,0,0,1.95,3.52,4.12,3,738135,Bayern Munich,Mainz,2,1,H,0,1,A,21,9,7,4,9,10,7,2,3,3,0,0,1.23,7.04,11.59,3,738128,Mainz,Wolfsburg,3,0,H,2,0,H,12,16,5,0,18,10,6,5,1,1,0,0,2.53,3.27,2.92,3,738120,Stuttgart,Mainz,2,1,H,1,1,D,8,18,3,5,7,17,5,6,2,2,0,0,2.89,3.27,2.54,3,738135,Hertha,Bielefeld,2,0,H,0,0,D,18,9,9,1,10,15,6,4,1,1,0,0,2.05,3.3,3.95,1,738129,Stuttgart,Hertha,2,2,D,2,1,H,10,15,3,8,9,16,7,5,0,1,0,0,2.27,3.36,3.28,1,738121,Hertha,Augsburg,1,1,D,1,0,H,10,20,4,7,11,14,5,6,2,3,0,0,2.16,3.23,3.7
111,0,738138,Wolfsburg,FC Koln,1,0,1,0,0,0,2.18,3.49,3.36,0,738135,Wolfsburg,Stuttgart,0,2,A,0,1,A,19,12,3,3,17,9,5,3,2,2,0,0,1.85,3.68,4.32,3,738128,Mainz,Wolfsburg,3,0,H,2,0,H,12,16,5,0,18,10,6,5,1,1,0,0,2.53,3.27,2.92,0,738121,Wolfsburg,Dortmund,1,3,A,1,1,D,15,16,7,8,9,11,7,7,4,1,0,0,2.92,3.49,2.4,0,738134,FC Koln,Augsburg,0,2,A,0,0,D,14,12,4,4,12,15,9,4,2,4,0,0,1.69,3.98,4.98,1,738128,Bielefeld,FC Koln,1,1,D,0,1,A,18,9,5,3,14,10,7,1,1,1,0,0,3.39,3.48,2.17,3,738121,FC Koln,M'gladbach,4,1,H,0,0,D,15,15,9,5,15,11,4,4,1,3,0,0,2.84,3.6,2.4
112,0,738139,M'gladbach,Ein Frankfurt,0,0,0,0,0,0,2.02,3.71,3.58,3,738135,RB Leipzig,M'gladbach,4,1,H,2,0,H,19,12,10,4,20,15,6,0,3,2,0,0,1.75,4.19,4.32,0,738129,M'gladbach,Freiburg,0,6,A,0,6,A,19,15,3,8,12,15,3,3,2,1,0,0,1.86,3.75,4.15,3,738121,FC Koln,M'gladbach,4,1,H,0,0,D,15,15,9,5,15,11,4,4,1,3,0,0,2.84,3.6,2.4,3,738136,Ein Frankfurt,Leverkusen,5,2,H,2,2,D,15,11,7,4,11,11,7,4,0,3,0,0,3.25,3.76,2.12,3,738128,Hoffenheim,Ein Frankfurt,3,2,H,2,1,H,8,17,4,2,9,12,4,6,2,2,0,0,1.9,3.94,3.8,3,738122,Ein Frankfurt,Union Berlin,2,1,H,1,0,H,17,7,4,4,4,7,7,2,0,4,0,0,2.34,3.48,2.99
113,1,738139,Augsburg,RB Leipzig,0,0,0,0,0,0,6.38,4.7,1.48,0,738134,FC Koln,Augsburg,0,2,A,0,0,D,14,12,4,4,12,15,9,4,2,4,0,0,1.69,3.98,4.98,0,738128,Augsburg,Bochum,2,3,A,0,3,A,16,12,7,6,9,6,13,6,0,2,0,0,2.35,3.33,3.14,1,738121,Hertha,Augsburg,1,1,D,1,0,H,10,20,4,7,11,14,5,6,2,3,0,0,2.16,3.23,3.7,3,738135,RB Leipzig,M'gladbach,4,1,H,2,0,H,19,12,10,4,20,15,6,0,3,2,0,0,1.75,4.19,4.32,3,738127,Union Berlin,RB Leipzig,2,1,H,1,1,D,14,11,5,2,12,8,5,7,1,1,0,0,3.52,3.53,2.11,0,738122,RB Leipzig,Leverkusen,1,3,A,0,2,A,14,11,3,4,10,9,7,2,1,3,0,0,1.83,3.96,4.03
114,3,738139,Dortmund,Greuther Furth,0,0,0,0,0,0,1.12,9.8,21.42,1,738135,Bochum,Dortmund,1,1,D,1,0,H,4,23,3,8,8,18,0,15,0,3,0,0,5.98,4.72,1.5,0,738128,Dortmund,Bayern Munich,2,3,A,1,2,A,11,16,4,6,10,10,4,6,2,2,0,0,3.91,4.32,1.81,0,738121,Wolfsburg,Dortmund,1,3,A,1,1,D,15,16,7,8,9,11,7,7,4,1,0,0,2.92,3.49,2.4,3,738136,Greuther Furth,Union Berlin,1,0,H,0,0,D,5,14,3,4,12,6,3,7,3,0,0,0,4.68,3.97,1.72,3,738128,Leverkusen,Greuther Furth,7,1,H,3,1,H,13,8,8,3,13,8,4,3,0,1,0,0,1.24,6.68,11.59,0,738121,Greuther Furth,Hoffenheim,3,6,A,1,2,A,14,20,7,11,17,17,4,10,1,0,0,0,4.8,4.3,1.65
115,1,738139,Leverkusen,Hoffenheim,1,0,0,0,0,0,1.85,4.08,3.88,3,738136,Ein Frankfurt,Leverkusen,5,2,H,2,2,D,15,11,7,4,11,11,7,4,0,3,0,0,3.25,3.76,2.12,3,738128,Leverkusen,Greuther Furth,7,1,H,3,1,H,13,8,8,3,13,8,4,3,0,1,0,0,1.24,6.68,11.59,0,738122,RB Leipzig,Leverkusen,1,3,A,0,2,A,14,11,3,4,10,9,7,2,1,3,0,0,1.83,3.96,4.03,0,738135,Freiburg,Hoffenheim,1,2,A,1,1,D,14,14,6,8,13,9,6,7,4,3,0,0,2.41,3.54,2.89,3,738128,Hoffenheim,Ein Frankfurt,3,2,H,2,1,H,8,17,4,2,9,12,4,6,2,2,0,0,1.9,3.94,3.8,0,738121,Greuther Furth,Hoffenheim,3,6,A,1,2,A,14,20,7,11,17,17,4,10,1,0,0,0,4.8,4.3,1.65
116,1,738139,Union Berlin,Freiburg,0,0,0,0,0,0,2.47,3.3,2.98,3,738136,Greuther Furth,Union Berlin,1,0,H,0,0,D,5,14,3,4,12,6,3,7,3,0,0,0,4.68,3.97,1.72,3,738127,Union Berlin,RB Leipzig,2,1,H,1,1,D,14,11,5,2,12,8,5,7,1,1,0,0,3.52,3.53,2.11,3,738122,Ein Frankfurt,Union Berlin,2,1,H,1,0,H,17,7,4,4,4,7,7,2,0,4,0,0,2.34,3.48,2.99,0,738135,Freiburg,Hoffenheim,1,2,A,1,1,D,14,14,6,8,13,9,6,7,4,3,0,0,2.41,3.54,2.89,0,738129,M'gladbach,Freiburg,0,6,A,0,6,A,19,15,3,8,12,15,3,3,2,1,0,0,1.86,3.75,4.15,3,738121,Bochum,Freiburg,2,1,H,0,0,D,13,22,5,11,12,13,4,7,2,1,0,0,3.26,3.28,2.3
117,3,738141,Bayern Munich,Wolfsburg,0,0,0,0,0,0,1.2,7.54,13.18,0,738138,Stuttgart,Bayern Munich,0,5,A,0,1,A,13,25,1,12,7,7,1,3,1,1,0,0,9.55,6.36,1.29,3,738135,Bayern Munich,Mainz,2,1,H,0,1,A,21,9,7,4,9,10,7,2,3,3,0,0,1.23,7.04,11.59,0,738128,Dortmund,Bayern Munich,2,3,A,1,2,A,11,16,4,6,10,10,4,6,2,2,0,0,3.91,4.32,1.81,0,738138,Wolfsburg,FC Koln,2,3,A,1,1,D,19,19,5,6,18,9,9,5,3,2,0,0,2.18,3.49,3.36,0,738135,Wolfsburg,Stuttgart,0,2,A,0,1,A,19,12,3,3,17,9,5,3,2,2,0,0,1.85,3.68,4.32,3,738128,Mainz,Wolfsburg,3,0,H,2,0,H,12,16,5,0,18,10,6,5,1,1,0,0,2.53,3.27,2.92
118,0,738142,Bochum,Union Berlin,0,0,0,0,0,0,3.02,3.31,2.43,3,738138,Bielefeld,Bochum,2,0,H,0,0,D,13,5,4,3,13,9,6,2,2,2,0,0,2.33,3.4,3.14,1,738135,Bochum,Dortmund,1,1,D,1,0,H,4,23,3,8,8,18,0,15,0,3,0,0,5.98,4.72,1.5,0,738128,Augsburg,Bochum,2,3,A,0,3,A,16,12,7,6,9,6,13,6,0,2,0,0,2.35,3.33,3.14,1,738139,Union Berlin,Freiburg,0,0,D,0,0,D,18,8,5,2,10,12,4,3,1,1,0,0,2.47,3.3,2.98,3,738136,Greuther Furth,Union Berlin,1,0,H,0,0,D,5,14,3,4,12,6,3,7,3,0,0,0,4.68,3.97,1.72,3,738127,Union Berlin,RB Leipzig,2,1,H,1,1,D,14,11,5,2,12,8,5,7,1,1,0,0,3.52,3.53,2.11
119,3,738142,Ein Frankfurt,Mainz,0,0,0,0,0,0,2.33,3.51,3.03,0,738139,M'gladbach,Ein Frankfurt,2,3,A,1,1,D,19,12,8,5,8,19,7,1,2,5,0,1,2.02,3.71,3.58,3,738136,Ein Frankfurt,Leverkusen,5,2,H,2,2,D,15,11,7,4,11,11,7,4,0,3,0,0,3.25,3.76,2.12,3,738128,Hoffenheim,Ein Frankfurt,3,2,H,2,1,H,8,17,4,2,9,12,4,6,2,2,0,0,1.9,3.94,3.8,3,738138,Mainz,Hertha,4,0,H,2,0,H,21,7,11,1,10,14,4,1,0,2,0,0,1.95,3.52,4.12,3,738135,Bayern Munich,Mainz,2,1,H,0,1,A,21,9,7,4,9,10,7,2,3,3,0,0,1.23,7.04,11.59,3,738128,Mainz,Wolfsburg,3,0,H,2,0,H,12,16,5,0,18,10,6,5,1,1,0,0,2.53,3.27,2.92
120,1,738142,Greuther Furth,Augsburg,0,0,0,0,0,0,2.93,3.47,2.41,3,738139,Dortmund,Greuther Furth,3,0,H,1,0,H,12,7,5,1,10,10,5,8,2,2,0,0,1.12,9.8,21.42,3,738136,Greuther Furth,Union Berlin,1,0,H,0,0,D,5,14,3,4,12,6,3,7,3,0,0,0,4.68,3.97,1.72,3,738128,Leverkusen,Greuther Furth,7,1,H,3,1,H,13,8,8,3,13,8,4,3,0,1,0,0,1.24,6.68,11.59,1,738139,Augsburg,RB Leipzig,1,1,D,0,1,A,9,13,2,4,14,7,6,8,2,0,0,0,6.38,4.7,1.48,0,738134,FC Koln,Augsburg,0,2,A,0,0,D,14,12,4,4,12,15,9,4,2,4,0,0,1.69,3.98,4.98,0,738128,Augsburg,Bochum,2,3,A,0,3,A,16,12,7,6,9,6,13,6,0,2,0,0,2.35,3.33,3.14
121,1,738142,Hoffenheim,M'gladbach,0,0,0,0,0,0,2.04,3.97,3.31,1,738139,Leverkusen,Hoffenheim,2,2,D,1,0,H,17,14,9,6,12,4,6,3,5,3,1,0,1.85,4.08,3.88,0,738135,Freiburg,Hoffenheim,1,2,A,1,1,D,14,14,6,8,13,9,6,7,4,3,0,0,2.41,3.54,2.89,3,738128,Hoffenheim,Ein Frankfurt,3,2,H,2,1,H,8,17,4,2,9,12,4,6,2,2,0,0,1.9,3.94,3.8,0,738139,M'gladbach,Ein Frankfurt,2,3,A,1,1,D,19,12,8,5,8,19,7,1,2,5,0,1,2.02,3.71,3.58,3,738135,RB Leipzig,M'gladbach,4,1,H,2,0,H,19,12,10,4,20,15,6,0,3,2,0,0,1.75,4.19,4.32,0,738129,M'gladbach,Freiburg,0,6,A,0,6,A,19,15,3,8,12,15,3,3,2,1,0,0,1.86,3.75,4.15
122,0,738142,RB Leipzig,Bielefeld,0,0,0,0,0,0,1.22,6.59,13.97,1,738139,Augsburg,RB Leipzig,1,1,D,0,1,A,9,13,2,4,14,7,6,8,2,0,0,0,6.38,4.7,1.48,3,738135,RB Leipzig,M'gladbach,4,1,H,2,0,H,19,12,10,4,20,15,6,0,3,2,0,0,1.75,4.19,4.32,3,738127,Union Berlin,RB Leipzig,2,1,H,1,1,D,14,11,5,2,12,8,5,7,1,1,0,0,3.52,3.53,2.11,3,738138,Bielefeld,Bochum,2,0,H,0,0,D,13,5,4,3,13,9,6,2,2,2,0,0,2.33,3.4,3.14,3,738135,Hertha,Bielefeld,2,0,H,0,0,D,18,9,9,1,10,15,6,4,1,1,0,0,2.05,3.3,3.95,1,738128,Bielefeld,FC Koln,1,1,D,0,1,A,18,9,5,3,14,10,7,1,1,1,0,0,3.39,3.48,2.17
123,3,738142,Hertha,Dortmund,0,0,0,0,0,0,5.21,4.39,1.6,3,738138,Mainz,Hertha,4,0,H,2,0,H,21,7,11,1,10,14,4,1,0,2,0,0,1.95,3.52,4.12,3,738135,Hertha,Bielefeld,2,0,H,0,0,D,18,9,9,1,10,15,6,4,1,1,0,0,2.05,3.3,3.95,1,738129,Stuttgart,Hertha,2,2,D,2,1,H,10,15,3,8,9,16,7,5,0,1,0,0,2.27,3.36,3.28,3,738139,Dortmund,Greuther Furth,3,0,H,1,0,H,12,7,5,1,10,10,5,8,2,2,0,0,1.12,9.8,21.42,1,738135,Bochum,Dortmund,1,1,D,1,0,H,4,23,3,8,8,18,0,15,0,3,0,0,5.98,4.72,1.5,0,738128,Dortmund,Bayern Munich,2,3,A,1,2,A,11,16,4,6,10,10,4,6,2,2,0,0,3.91,4.32,1.81
124,3,738143,Freiburg,Leverkusen,0,0,0,0,0,0,2.69,3.61,2.53,1,738139,Union Berlin,Freiburg,0,0,D,0,0,D,18,8,5,2,10,12,4,3,1,1,0,0,2.47,3.3,2.98,0,738135,Freiburg,Hoffenheim,1,2,A,1,1,D,14,14,6,8,13,9,6,7,4,3,0,0,2.41,3.54,2.89,0,738129,M'gladbach,Freiburg,0,6,A,0,6,A,19,15,3,8,12,15,3,3,2,1,0,0,1.86,3.75,4.15,1,738139,Leverkusen,Hoffenheim,2,2,D,1,0,H,17,14,9,6,12,4,6,3,5,3,1,0,1.85,4.08,3.88,3,738136,Ein Frankfurt,Leverkusen,5,2,H,2,2,D,15,11,7,4,11,11,7,4,0,3,0,0,3.25,3.76,2.12,3,738128,Leverkusen,Greuther Furth,7,1,H,3,1,H,13,8,8,3,13,8,4,3,0,1,0,0,1.24,6.68,11.59
125,3,738143,FC Koln,Stuttgart,0,0,0,0,0,0,1.97,3.88,3.57,0,738138,Wolfsburg,FC Koln,2,3,A,1,1,D,19,19,5,6,18,9,9,5,3,2,0,0,2.18,3.49,3.36,0,738134,FC Koln,Augsburg,0,2,A,0,0,D,14,12,4,4,12,15,9,4,2,4,0,0,1.69,3.98,4.98,1,738128,Bielefeld,FC Koln,1,1,D,0,1,A,18,9,5,3,14,10,7,1,1,1,0,0,3.39,3.48,2.17,0,738138,Stuttgart,Bayern Munich,0,5,A,0,1,A,13,25,1,12,7,7,1,3,1,1,0,0,9.55,6.36,1.29,0,738135,Wolfsburg,Stuttgart,0,2,A,0,1,A,19,12,3,3,17,9,5,3,2,2,0,0,1.85,3.68,4.32,1,738129,Stuttgart,Hertha,2,2,D,2,1,H,10,15,3,8,9,16,7,5,0,1,0,0,2.27,3.36,3.28
126,0,738162,Bayern Munich,M'gladbach,0,0,0,0,0,0,1.36,5.85,7.39,3,738141,Bayern Munich,Wolfsburg,4,0,H,1,0,H,24,7,9,2,10,4,5,3,0,0,0,0,1.2,7.54,13.18,0,738138,Stuttgart,Bayern Munich,0,5,A,0,1,A,13,25,1,12,7,7,1,3,1,1,0,0,9.55,6.36,1.29,3,738135,Bayern Munich,Mainz,2,1,H,0,1,A,21,9,7,4,9,10,7,2,3,3,0,0,1.23,7.04,11.59,1,738142,Hoffenheim,M'gladbach,1,1,D,0,1,A,21,11,8,5,6,9,15,3,2,2,0,0,2.04,3.97,3.31,0,738139,M'gladbach,Ein Frankfurt,2,3,A,1,1,D,19,12,8,5,8,19,7,1,2,5,0,1,2.02,3.71,3.58,3,738135,RB Leipzig,M'gladbach,4,1,H,2,0,H,19,12,10,4,20,15,6,0,3,2,0,0,1.75,4.19,4.32
127,1,738163,Freiburg,Bielefeld,0,0,0,0,0,0,1.63,4.01,5.47,3,738143,Freiburg,Leverkusen,2,1,H,1,1,D,14,6,6,4,6,8,4,8,2,3,0,0,2.69,3.61,2.53,1,738139,Union Berlin,Freiburg,0,0,D,0,0,D,18,8,5,2,10,12,4,3,1,1,0,0,2.47,3.3,2.98,0,738135,Freiburg,Hoffenheim,1,2,A,1,1,D,14,14,6,8,13,9,6,7,4,3,0,0,2.41,3.54,2.89,0,738142,RB Leipzig,Bielefeld,0,2,A,0,0,D,15,4,4,4,6,16,10,1,0,2,0,1,1.22,6.59,13.97,3,738138,Bielefeld,Bochum,2,0,H,0,0,D,13,5,4,3,13,9,6,2,2,2,0,0,2.33,3.4,3.14,3,738135,Hertha,Bielefeld,2,0,H,0,0,D,18,9,9,1,10,15,6,4,1,1,0,0,2.05,3.3,3.95
128,1,738163,Greuther Furth,Stuttgart,0,0,0,0,0,0,3.65,3.64,2.01,1,738142,Greuther Furth,Augsburg,0,0,D,0,0,D,4,14,1,5,8,13,6,5,2,3,0,0,2.93,3.47,2.41,3,738139,Dortmund,Greuther Furth,3,0,H,1,0,H,12,7,5,1,10,10,5,8,2,2,0,0,1.12,9.8,21.42,3,738136,Greuther Furth,Union Berlin,1,0,H,0,0,D,5,14,3,4,12,6,3,7,3,0,0,0,4.68,3.97,1.72,3,738143,FC Koln,Stuttgart,1,0,H,0,0,D,8,6,2,2,17,13,2,1,3,1,0,0,1.97,3.88,3.57,0,738138,Stuttgart,Bayern Munich,0,5,A,0,1,A,13,25,1,12,7,7,1,3,1,1,0,0,9.55,6.36,1.29,0,738135,Wolfsburg,Stuttgart,0,2,A,0,1,A,19,12,3,3,17,9,5,3,2,2,0,0,1.85,3.68,4.32
129,3,738163,Hoffenheim,Augsburg,0,0,0,0,0,0,1.57,4.4,5.49,1,738142,Hoffenheim,M'gladbach,1,1,D,0,1,A,21,11,8,5,6,9,15,3,2,2,0,0,2.04,3.97,3.31,1,738139,Leverkusen,Hoffenheim,2,2,D,1,0,H,17,14,9,6,12,4,6,3,5,3,1,0,1.85,4.08,3.88,0,738135,Freiburg,Hoffenheim,1,2,A,1,1,D,14,14,6,8,13,9,6,7,4,3,0,0,2.41,3.54,2.89,1,738142,Greuther Furth,Augsburg,0,0,D,0,0,D,4,14,1,5,8,13,6,5,2,3,0,0,2.93,3.47,2.41,1,738139,Augsburg,RB Leipzig,1,1,D,0,1,A,9,13,2,4,14,7,6,8,2,0,0,0,6.38,4.7,1.48,0,738134,FC Koln,Augsburg,0,2,A,0,0,D,14,12,4,4,12,15,9,4,2,4,0,0,1.69,3.98,4.98
